step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1211,409304,9688,0.09543602791588272,0.875,0.9818181818181818,,,
1212,409568,9696,0.09151148143138138,1.0,1.0,,,
1213,409896,9704,0.07552039306086969,0.875,0.9821428571428571,,,
1214,410288,9712,0.0856935433058375,0.875,0.9818181818181818,,,
1215,410936,9720,0.07428569554789206,0.75,0.9591836734693877,,,
1216,411200,9728,0.07420732665373476,1.0,1.0,,,
1217,411400,9736,0.1342648628145097,0.875,0.9818181818181818,,,
1218,411728,9744,0.09377727037093124,0.875,0.9701492537313433,,,
1219,412376,9752,0.06830374984130248,0.75,0.9285714285714286,,,
1220,412640,9760,0.12085989373560722,0.75,0.9622641509433962,,,
1221,412904,9768,0.13437068507113523,0.875,0.9791666666666666,,,
1222,413360,9776,0.10692571699959862,1.0,1.0,,,
1223,413816,9784,0.08981556286360036,0.875,0.9848484848484849,,,
1224,414208,9792,0.10171138403775416,0.75,0.9545454545454546,,,
1225,414408,9800,0.1357719084524648,0.75,0.9523809523809523,,,
1226,414864,9808,0.0855222596217472,1.0,1.0,,,
1227,415128,9816,0.1092605949351606,1.0,1.0,,,
1228,415648,9824,0.09125932778528086,1.0,1.0,,,
1229,415848,9832,0.09631699891343336,1.0,1.0,,,
1230,416176,9840,0.08518435229588654,1.0,1.0,,,
1231,416440,9848,0.09005587731642882,1.0,1.0,,,
1232,416640,9856,0.23295768060359714,0.5,0.9,,,
1233,417096,9864,0.08421703650647852,0.75,0.96,,,
1234,417424,9872,0.07702698693468772,1.0,1.0,,,
1235,417688,9880,0.08620960615320605,1.0,1.0,,,
1236,417952,9888,0.10653866634671766,0.75,0.9565217391304348,,,
1237,418152,9896,0.20411522669161167,0.75,0.9387755102040817,,,
1238,418416,9904,0.09071308426314832,1.0,1.0,,,
1239,418744,9912,0.07373972525726963,1.0,1.0,,,
1240,419072,9920,0.09191216890270923,0.875,0.9767441860465116,,,
1241,419720,9928,0.0669137019199732,1.0,1.0,,,
1242,420048,9936,0.062294702211675455,1.0,1.0,,,
1243,420504,9944,0.08199325357764746,0.75,0.96,,,
1244,420896,9952,0.05732719440029885,1.0,1.0,0.08112518579856645,1.0,1.0
1245,421224,9960,0.07772494844273198,0.875,0.9791666666666666,,,
1246,421616,9968,0.07491010418440563,0.875,0.9811320754716981,,,
1247,421944,9976,0.07740486055196351,1.0,1.0,,,
1248,422208,9984,0.09911378801390197,0.875,0.9772727272727273,,,
1249,422536,9992,0.0548093304847652,1.0,1.0,,,
1250,422928,10000,0.09135182360600319,1.0,1.0,,,
1251,423256,10008,0.07932926162218658,1.0,1.0,,,
1252,423584,10016,0.08318620822693987,0.875,0.9772727272727273,,,
1253,423848,10024,0.10340356032137393,0.875,0.9772727272727273,,,
1254,424048,10032,0.10086000179059647,1.0,1.0,,,
1255,424376,10040,0.09463541475424996,0.875,0.9761904761904762,,,
1256,424704,10048,0.08916297522596796,0.75,0.9615384615384616,,,
1257,424968,10056,0.07918016345307985,0.875,0.9838709677419355,,,
1258,425232,10064,0.11871835425021242,0.75,0.9629629629629629,,,
1259,425624,10072,0.09446743450546051,0.875,0.9803921568627451,,,
1260,425888,10080,0.08138410363058188,0.875,0.9841269841269841,,,
1261,426216,10088,0.09259084637557932,1.0,1.0,,,
1262,426416,10096,0.07382857197456948,1.0,1.0,,,
1263,426936,10104,0.06679637396538878,1.0,1.0,,,
1264,427328,10112,0.08277184230563774,1.0,1.0,,,
1265,427720,10120,0.09304467749583878,0.75,0.9642857142857143,,,
1266,428112,10128,0.07426477674891994,1.0,1.0,,,
1267,428312,10136,0.10141869575995567,1.0,1.0,,,
1268,428512,10144,0.10255538005569016,1.0,1.0,,,
1269,428776,10152,0.07844600801486629,1.0,1.0,,,
1270,429040,10160,0.1298860193910743,0.875,0.9722222222222222,,,
1271,429368,10168,0.09640809336205425,0.875,0.9743589743589743,,,
1272,429696,10176,0.09304218465496121,0.875,0.9791666666666666,,,
1273,430024,10184,0.06888653093637971,1.0,1.0,,,
1274,430416,10192,0.09970583208535545,0.875,0.98,,,
1275,430680,10200,0.08618050665170181,0.75,0.9636363636363636,,,
1276,430944,10208,0.10385743820261695,0.875,0.9803921568627451,,,
1277,431272,10216,0.10167833526341563,0.875,0.9807692307692307,,,
1278,431728,10224,0.061556181426337474,0.875,0.9852941176470589,,,
1279,431992,10232,0.08725808674422081,1.0,1.0,,,
1280,432448,10240,0.09112776512399015,1.0,1.0,,,
1281,432904,10248,0.08763862195194472,0.875,0.9827586206896551,,,
1282,433104,10256,0.12692486147391502,0.75,0.9591836734693877,,,
1283,433368,10264,0.06827913055557852,1.0,1.0,,,
1284,433696,10272,0.08658489527782912,1.0,1.0,,,
1285,434280,10280,0.07543518234274586,1.0,1.0,,,
1286,434544,10288,0.09689317898127701,0.875,0.98,,,
1287,434872,10296,0.09919763269951687,0.875,0.9811320754716981,,,
1288,435200,10304,0.10098414299478124,0.875,0.9830508474576272,,,
1289,435464,10312,0.12509515166680354,0.875,0.9777777777777777,,,
1290,435792,10320,0.07110659314830825,1.0,1.0,,,
1291,436504,10328,0.06084041045601032,0.875,0.9818181818181818,,,
1292,436704,10336,0.109490513426818,0.75,0.9607843137254902,,,
1293,436968,10344,0.10040168932192728,0.875,0.9861111111111112,,,
1294,437296,10352,0.06967183291511803,0.875,0.9814814814814815,,,
1295,437688,10360,0.09248594214576163,0.875,0.9772727272727273,,,
1296,438016,10368,0.07708937574794653,0.875,0.9824561403508771,,,
1297,438344,10376,0.050729127280997655,1.0,1.0,,,
1298,438800,10384,0.07784772763210232,0.875,0.9787234042553191,,,
1299,439064,10392,0.10489984421036452,0.75,0.9607843137254902,,,
1300,439392,10400,0.07741361151989225,1.0,1.0,,,
1301,439592,10408,0.12550716430708822,0.875,0.9818181818181818,,,
1302,440176,10416,0.06486699941678346,0.875,0.9821428571428571,,,
1303,440440,10424,0.09366890122356644,0.875,0.9767441860465116,,,
1304,440640,10432,0.08433856560371093,1.0,1.0,,,
1305,441096,10440,0.0688420612145267,0.875,0.9761904761904762,,,
1306,441360,10448,0.10830922051137151,0.875,0.9791666666666666,,,
1307,441688,10456,0.07574079407670582,0.75,0.9722222222222222,,,
1308,442016,10464,0.06864779120122648,1.0,1.0,,,
1309,442472,10472,0.09364315273456326,0.5,0.921875,,,
1310,442864,10480,0.059273582678997155,0.875,0.9827586206896551,,,
1311,443320,10488,0.04634988226963372,1.0,1.0,,,
1312,443840,10496,0.09320906783191597,0.75,0.9672131147540983,,,
1313,444168,10504,0.09448757880328998,1.0,1.0,,,
1314,444496,10512,0.09089677818519468,0.75,0.9607843137254902,,,
1315,444824,10520,0.08615900729610133,1.0,1.0,,,
1316,445344,10528,0.060712822325072906,1.0,1.0,,,
1317,445800,10536,0.08902348304674043,0.875,0.9807692307692307,,,
1318,446704,10544,0.06895308722645956,0.875,0.9818181818181818,,,
1319,447032,10552,0.09238646093239902,0.875,0.9824561403508771,,,
1320,447360,10560,0.07478551353997034,0.875,0.9811320754716981,,,
1321,447688,10568,0.06686354480334215,1.0,1.0,,,
1322,448144,10576,0.06420771104523966,0.875,0.9821428571428571,,,
1323,448536,10584,0.08942641165975208,1.0,1.0,,,
1324,448928,10592,0.0858471941832941,0.875,0.9841269841269841,,,
1325,449128,10600,0.12655674696699182,1.0,1.0,,,
1326,449584,10608,0.07139019468280414,0.875,0.9811320754716981,,,
1327,450040,10616,0.08344381745019903,1.0,1.0,,,
1328,450432,10624,0.08130877043375016,1.0,1.0,,,
1329,450824,10632,0.047791139493967544,0.875,0.9871794871794872,,,
1330,451088,10640,0.12561508584050915,0.75,0.9642857142857143,,,
1331,451352,10648,0.14966922460684473,0.75,0.9302325581395349,,,
1332,451744,10656,0.07152540551258937,0.875,0.9787234042553191,,,
1333,452200,10664,0.0746297547944014,1.0,1.0,,,
1334,452592,10672,0.07736109700946082,0.75,0.9666666666666667,,,
1335,452792,10680,0.12501578030613394,0.875,0.9473684210526315,,,
1336,452992,10688,0.1943124769818477,0.75,0.9555555555555556,,,
1337,453448,10696,0.09766794820857769,0.875,0.9642857142857143,0.09317825923566922,1.0,1.0
1338,453776,10704,0.08546974366590515,0.875,0.9682539682539683,,,
1339,453976,10712,0.1169911407939845,0.875,0.9772727272727273,,,
1340,454240,10720,0.08869486353384028,0.75,0.9555555555555556,,,
1341,454440,10728,0.0977832620302675,1.0,1.0,,,
1342,454768,10736,0.09053068875134603,1.0,1.0,,,
1343,455096,10744,0.06653112696829766,1.0,1.0,,,
1344,455424,10752,0.09651365707880147,0.875,0.9782608695652174,,,
1345,455688,10760,0.11803066956290684,0.875,0.98,,,
1346,456336,10768,0.05197073653756541,1.0,1.0,,,
1347,456536,10776,0.09908861043163454,1.0,1.0,,,
1348,456800,10784,0.08594469531004006,0.875,0.9795918367346939,,,
1349,457192,10792,0.07947062687802044,0.75,0.9555555555555556,,,
1350,457584,10800,0.09527447086486142,0.75,0.9615384615384616,,,
1351,457848,10808,0.07209216183557991,1.0,1.0,,,
1352,458304,10816,0.06996035556217567,0.625,0.94,,,
1353,458760,10824,0.09909271075602044,0.625,0.9310344827586207,,,
1354,459152,10832,0.10436783290972636,0.875,0.9833333333333333,,,
1355,459480,10840,0.08562832014843913,0.75,0.9615384615384616,,,
1356,459808,10848,0.09578338868950044,0.875,0.9736842105263158,,,
1357,460200,10856,0.10696930767107386,0.625,0.9183673469387755,,,
1358,460400,10864,0.09777065365933535,0.875,0.9830508474576272,,,
1359,460728,10872,0.07770232706784669,1.0,1.0,,,
1360,461440,10880,0.0694822136692985,0.875,0.9833333333333333,,,
1361,461640,10888,0.0899195836002382,1.0,1.0,,,
1362,461840,10896,0.1422693349375507,0.75,0.9642857142857143,,,
1363,462104,10904,0.08673276622900503,0.875,0.96,,,
1364,462496,10912,0.08626061904052425,0.875,0.9777777777777777,,,
1365,462760,10920,0.09123654351555928,1.0,1.0,,,
1366,463152,10928,0.05928065140271599,1.0,1.0,,,
1367,463544,10936,0.07560475918327313,0.75,0.9555555555555556,,,
1368,464064,10944,0.06128502634794737,1.0,1.0,,,
1369,464456,10952,0.10129908733323073,0.75,0.9692307692307692,,,
1370,464912,10960,0.08931480480889602,1.0,1.0,,,
1371,465240,10968,0.07478402727351387,0.875,0.9836065573770492,,,
1372,465696,10976,0.07198218470025759,0.75,0.9565217391304348,,,
1373,466024,10984,0.07001040231738173,1.0,1.0,,,
1374,466416,10992,0.05963258243955296,0.875,0.9807692307692307,,,
1375,466744,11000,0.08742764235785061,0.875,0.9814814814814815,,,
1376,467072,11008,0.0906852807007971,1.0,1.0,,,
1377,467272,11016,0.09235411991559132,0.625,0.9454545454545454,,,
1378,467600,11024,0.10072951141123579,0.875,0.9705882352941176,,,
1379,467864,11032,0.09643844109347866,1.0,1.0,,,
1380,468384,11040,0.07874358186785022,0.875,0.984375,,,
1381,468712,11048,0.1032908780588337,0.625,0.9482758620689655,,,
1382,469104,11056,0.06386340106654301,1.0,1.0,,,
1383,469368,11064,0.09030494606723374,1.0,1.0,,,
1384,469760,11072,0.08244491239614371,1.0,1.0,,,
1385,470088,11080,0.08152214740007689,1.0,1.0,,,
1386,470544,11088,0.08556764347568302,0.875,0.9830508474576272,,,
1387,470808,11096,0.09104351019772818,0.875,0.9811320754716981,,,
1388,471200,11104,0.10587541946580058,1.0,1.0,,,
1389,471400,11112,0.13326516065851784,0.875,0.975609756097561,,,
1390,471664,11120,0.09340713659140185,0.875,0.9795918367346939,,,
1391,471864,11128,0.08343316801162431,1.0,1.0,,,
1392,472320,11136,0.07530822501085806,0.75,0.9649122807017544,,,
1393,472840,11144,0.08489731856928395,0.75,0.9655172413793104,,,
1394,473104,11152,0.08856014686188157,1.0,1.0,,,
1395,473304,11160,0.12589507057544022,0.625,0.9333333333333333,,,
1396,473568,11168,0.08527776754075928,0.875,0.9767441860465116,,,
1397,474088,11176,0.07646149749051213,0.75,0.96,,,
1398,474416,11184,0.06287957383004639,1.0,1.0,,,
1399,474872,11192,0.06942792685344654,0.875,0.98,,,
1400,475264,11200,0.078702722559492,0.75,0.9636363636363636,,,
1401,475528,11208,0.10553105518382645,0.75,0.9622641509433962,,,
1402,475920,11216,0.11216276752334708,1.0,1.0,,,
1403,476312,11224,0.09541480026020256,0.75,0.9629629629629629,,,
1404,476576,11232,0.08158789521888002,1.0,1.0,,,
1405,477096,11240,0.08914838479063318,0.75,0.9661016949152542,,,
1406,477360,11248,0.13738636157656173,0.625,0.9473684210526315,,,
1407,477752,11256,0.0819380918769428,0.875,0.9811320754716981,,,
1408,478208,11264,0.07053631263244366,1.0,1.0,,,
1409,478472,11272,0.1293146925037512,0.625,0.9387755102040817,,,
1410,478736,11280,0.09258041990156016,1.0,1.0,,,
1411,479128,11288,0.06339017319080421,0.875,0.9863013698630136,,,
1412,479328,11296,0.127801907595534,0.875,0.9787234042553191,,,
1413,479912,11304,0.07176457586785527,0.875,0.9807692307692307,,,
1414,480368,11312,0.08672125571783781,1.0,1.0,,,
1415,480760,11320,0.063697006704437,1.0,1.0,,,
1416,481152,11328,0.07939273964403576,0.625,0.9302325581395349,,,
1417,481352,11336,0.13268638125446916,1.0,1.0,,,
1418,481744,11344,0.08854882708066082,0.75,0.9655172413793104,,,
1419,482008,11352,0.13586548263529977,0.75,0.9473684210526315,,,
1420,482272,11360,0.12803817758299657,1.0,1.0,,,
1421,482856,11368,0.07901386354961323,0.75,0.9615384615384616,,,
1422,483120,11376,0.08108042509062932,1.0,1.0,,,
1423,483320,11384,0.11653409858758922,0.875,0.9787234042553191,,,
1424,483712,11392,0.1068841271191389,0.5,0.9230769230769231,,,
1425,484552,11400,0.058057299844555287,1.0,1.0,,,
1426,484816,11408,0.07795989199683598,0.875,0.9818181818181818,,,
1427,485208,11416,0.06331321196409845,0.875,0.975609756097561,,,
1428,485920,11424,0.07093897483326983,0.875,0.9811320754716981,,,
1429,486312,11432,0.06281230331759531,1.0,1.0,,,
1430,486576,11440,0.08211410937591117,0.875,0.96875,,,
1431,486840,11448,0.12010421163218775,0.75,0.9574468085106383,0.0874391378777773,1.0,1.0
1432,487296,11456,0.08321092679694471,0.875,0.9818181818181818,,,
1433,487560,11464,0.0787274590457176,1.0,1.0,,,
1434,488016,11472,0.09048851669817175,0.75,0.9552238805970149,,,
1435,488280,11480,0.06982265650660198,0.875,0.9841269841269841,,,
1436,488672,11488,0.07524482971363816,1.0,1.0,,,
1437,488936,11496,0.10333524400655954,0.875,0.9803921568627451,,,
1438,489648,11504,0.06509596050745912,0.875,0.9803921568627451,,,
1439,489976,11512,0.08380342124404473,1.0,1.0,,,
1440,490432,11520,0.06258341799867517,0.875,0.9848484848484849,,,
1441,490696,11528,0.07825021193841834,1.0,1.0,,,
1442,491024,11536,0.06591499555214729,1.0,1.0,,,
1443,491352,11544,0.08166606635086225,1.0,1.0,,,
1444,491744,11552,0.07961543636811637,0.875,0.9830508474576272,,,
1445,492008,11560,0.07526941752517367,1.0,1.0,,,
1446,492400,11568,0.08296056204993141,0.75,0.9607843137254902,,,
1447,492728,11576,0.11130648037784896,0.875,0.9782608695652174,,,
1448,493056,11584,0.06705116809202138,0.875,0.9736842105263158,,,
1449,493320,11592,0.11696933546646095,0.875,0.9772727272727273,,,
1450,493584,11600,0.0992795567489246,1.0,1.0,,,
1451,493976,11608,0.08968240434190616,0.875,0.9827586206896551,,,
1452,494304,11616,0.12382540457142907,0.625,0.9375,,,
1453,494568,11624,0.11613918331923277,0.875,0.9777777777777777,,,
1454,494832,11632,0.10912941005559668,0.875,0.9772727272727273,,,
1455,495224,11640,0.06725124049139412,0.875,0.9814814814814815,,,
1456,495680,11648,0.06920854196321886,1.0,1.0,,,
1457,496072,11656,0.0989980688661569,0.875,0.9841269841269841,,,
1458,496336,11664,0.09784364162293037,1.0,1.0,,,
1459,496600,11672,0.12001099799575493,1.0,1.0,,,
1460,497056,11680,0.0651153855914671,0.75,0.9672131147540983,,,
1461,497448,11688,0.08543151561177022,0.875,0.9661016949152542,,,
1462,497776,11696,0.061352084305124566,1.0,1.0,,,
1463,498296,11704,0.05206216517990046,0.875,0.9838709677419355,,,
1464,498688,11712,0.07940189750454728,0.75,0.9622641509433962,,,
1465,498888,11720,0.1418131408999135,0.75,0.9591836734693877,,,
1466,499280,11728,0.07794137905278048,1.0,1.0,,,
1467,499608,11736,0.0806888690146279,1.0,1.0,,,
1468,499872,11744,0.10549840864151339,0.75,0.9411764705882353,,,
1469,500200,11752,0.0833616579189912,0.875,0.9655172413793104,,,
1470,500400,11760,0.11197354868314092,0.75,0.9523809523809523,,,
1471,500728,11768,0.0684772672195647,0.875,0.9838709677419355,,,
1472,500928,11776,0.09727206707316138,0.875,0.9807692307692307,,,
1473,501320,11784,0.05649689189434796,1.0,1.0,,,
1474,501520,11792,0.092199111783255,0.875,0.9803921568627451,,,
1475,501976,11800,0.07621582782247073,0.75,0.9565217391304348,,,
1476,502368,11808,0.08398351247679847,1.0,1.0,,,
1477,502760,11816,0.061943380708214,0.75,0.9672131147540983,,,
1478,503280,11824,0.07044645149680537,0.875,0.9777777777777777,,,
1479,503736,11832,0.07667783812199158,0.875,0.9761904761904762,,,
1480,504000,11840,0.0971116837595723,0.875,0.9827586206896551,,,
1481,504456,11848,0.0710741367792494,0.875,0.9714285714285714,,,
1482,504720,11856,0.08081069498052926,0.875,0.9803921568627451,,,
1483,505112,11864,0.05769810651856395,1.0,1.0,,,
1484,505504,11872,0.10956088815817595,0.875,0.9841269841269841,,,
1485,505768,11880,0.061540810238346344,1.0,1.0,,,
1486,506096,11888,0.10438316080539196,0.75,0.9622641509433962,,,
1487,506296,11896,0.13502008663365644,0.75,0.95,,,
1488,506688,11904,0.07441424911935524,0.875,0.9807692307692307,,,
1489,506888,11912,0.10350222354521475,0.875,0.9814814814814815,,,
1490,507152,11920,0.09926199296414615,1.0,1.0,,,
1491,507608,11928,0.09431945118120474,0.875,0.9743589743589743,,,
1492,507808,11936,0.10225821508578768,1.0,1.0,,,
1493,508072,11944,0.06757667897579456,1.0,1.0,,,
1494,508528,11952,0.08783286582619658,0.625,0.94,,,
1495,508984,11960,0.1163234501313787,0.875,0.9636363636363636,,,
1496,509376,11968,0.05851067307404586,0.75,0.9512195121951219,,,
1497,509832,11976,0.09973487184129051,0.875,0.9811320754716981,,,
1498,510096,11984,0.09952900941848858,0.875,0.9811320754716981,,,
1499,510488,11992,0.05451494631225972,1.0,1.0,,,
1500,511008,12000,0.05525523804148173,0.875,0.9743589743589743,,,
1501,511464,12008,0.08828204907979631,1.0,1.0,,,
1502,511792,12016,0.06206134293586842,0.875,0.9850746268656716,,,
1503,512184,12024,0.06164138792576566,1.0,1.0,,,
1504,512512,12032,0.0683191895017572,0.75,0.9615384615384616,,,
1505,512712,12040,0.08839568763395694,1.0,1.0,,,
1506,512912,12048,0.1044860393579017,0.875,0.9791666666666666,,,
1507,513112,12056,0.09255516501135601,0.875,0.9807692307692307,,,
1508,513376,12064,0.09016336745856642,1.0,1.0,,,
1509,513576,12072,0.10033925977369786,0.75,0.9622641509433962,,,
1510,513840,12080,0.09860041658969702,0.875,0.9787234042553191,,,
1511,514104,12088,0.07071732814973972,0.875,0.9772727272727273,,,
1512,514560,12096,0.07765694087462226,0.75,0.9583333333333334,,,
1513,514952,12104,0.08253267944104625,0.875,0.9830508474576272,,,
1514,515216,12112,0.0787768909447922,1.0,1.0,,,
1515,515544,12120,0.07343721248900341,1.0,1.0,,,
1516,516000,12128,0.06080957139868046,1.0,1.0,,,
1517,516200,12136,0.09445501110907957,0.875,0.9743589743589743,,,
1518,516464,12144,0.09575969004338347,0.875,0.9512195121951219,,,
1519,516728,12152,0.06828897260329418,1.0,1.0,,,
1520,516992,12160,0.09240652547715598,0.875,0.9807692307692307,,,
1521,517320,12168,0.1010552325843048,1.0,1.0,,,
1522,517520,12176,0.0895747381310296,0.875,0.98,,,
1523,517912,12184,0.08388657081552574,0.875,0.9803921568627451,,,
1524,518240,12192,0.06377097071383303,1.0,1.0,,,
1525,518568,12200,0.07729712166548112,0.75,0.9574468085106383,,,
1526,519088,12208,0.05683307180752771,0.875,0.9565217391304348,,,
1527,519352,12216,0.08308915482683013,1.0,1.0,,,
1528,519616,12224,0.07961634916493382,0.875,0.9871794871794872,0.08528995668731246,0.625,0.94
1529,519816,12232,0.1266735871897481,0.875,0.9772727272727273,,,
1530,520016,12240,0.1663915050950641,0.75,0.9629629629629629,,,
1531,520280,12248,0.10059124231706136,0.875,0.9814814814814815,,,
1532,520480,12256,0.13344988433967733,0.75,0.96,,,
1533,521000,12264,0.055290897671650546,1.0,1.0,,,
1534,521200,12272,0.10571800737531778,0.875,0.9767441860465116,,,
1535,521464,12280,0.10876518367408324,1.0,1.0,,,
1536,521728,12288,0.1021660479319138,0.875,0.9555555555555556,,,
1537,521928,12296,0.10242885739483255,1.0,1.0,,,
1538,522256,12304,0.0777441491289396,1.0,1.0,,,
1539,522584,12312,0.09525045419591266,1.0,1.0,,,
1540,523040,12320,0.07734668495674231,0.75,0.9523809523809523,,,
1541,523368,12328,0.10405044624166919,0.625,0.9473684210526315,,,
1542,523568,12336,0.09903314338990869,0.875,0.975,,,
