step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
773,258984,6184,0.09611999591570515,0.625,0.9411764705882353,,,
774,259248,6192,0.14966671771479384,0.875,0.9777777777777777,,,
775,259576,6200,0.10350029624863055,0.875,0.9803921568627451,,,
776,259968,6208,0.07816976114124081,0.625,0.9302325581395349,,,
777,260296,6216,0.12216735925416164,0.75,0.9375,,,
778,260688,6224,0.10641305675848402,0.625,0.9577464788732394,,,
779,261144,6232,0.09008033410391718,0.5,0.9180327868852459,,,
780,261536,6240,0.10242096477994901,0.75,0.9661016949152542,,,
781,261800,6248,0.09702886884036772,1.0,1.0,,,
782,262064,6256,0.09731565906632945,0.875,0.9795918367346939,,,
783,262392,6264,0.11388549159953569,0.875,0.9782608695652174,,,
784,262656,6272,0.10210691681619935,0.875,0.9821428571428571,,,
785,262984,6280,0.10045500607244948,0.875,0.975609756097561,,,
786,263312,6288,0.09071485689934607,0.875,0.975,,,
787,263768,6296,0.0809325923349044,0.75,0.9230769230769231,,,
788,263968,6304,0.1387862488979238,1.0,1.0,,,
789,264232,6312,0.08653795641488884,0.875,0.9824561403508771,,,
790,264432,6320,0.12921424593342104,0.75,0.96,,,
791,264760,6328,0.10711048986881166,0.875,0.9807692307692307,,,
792,265280,6336,0.07783523545055876,0.875,0.9836065573770492,,,
793,265608,6344,0.10999035940100896,0.875,0.9821428571428571,,,
794,265936,6352,0.13113341723024066,0.875,0.9814814814814815,,,
795,266136,6360,0.14514631462071367,0.75,0.9512195121951219,,,
796,266848,6368,0.07395466660121083,0.75,0.9591836734693877,,,
797,267368,6376,0.09673385514381358,0.875,0.9791666666666666,,,
798,267760,6384,0.06076433992029754,1.0,1.0,,,
799,268152,6392,0.07056178788074702,1.0,1.0,,,
800,268416,6400,0.06848846467515704,1.0,1.0,,,
801,269000,6408,0.053800175518250316,0.875,0.9824561403508771,,,
802,269328,6416,0.11146394654143177,0.625,0.9454545454545454,,,
803,269656,6424,0.10958850746013711,0.75,0.9661016949152542,,,
804,270112,6432,0.0678818388654772,1.0,1.0,,,
805,270376,6440,0.07976909258258136,1.0,1.0,,,
806,270704,6448,0.0767440963138266,0.875,0.98,,,
807,270968,6456,0.13800245816098045,0.875,0.98,,,
808,271488,6464,0.08674732017731343,0.75,0.9583333333333334,,,
809,271880,6472,0.08477765870185035,0.75,0.9642857142857143,,,
810,272336,6480,0.09867116719287147,0.75,0.9534883720930233,,,
811,272856,6488,0.08782992747239575,1.0,1.0,,,
812,273184,6496,0.08629372573142298,0.875,0.9857142857142858,,,
813,273384,6504,0.13751783025974476,1.0,1.0,,,
814,273776,6512,0.09030924573649747,0.875,0.9761904761904762,,,
815,274168,6520,0.07062322874008996,1.0,1.0,,,
816,274496,6528,0.12919612194255592,0.5,0.9166666666666666,,,
817,275016,6536,0.0961419065539043,0.75,0.9682539682539683,,,
818,275280,6544,0.21964874083027314,0.5,0.9322033898305084,,,
819,275608,6552,0.09308466726867096,0.875,0.9811320754716981,,,
820,276000,6560,0.09196246059746045,0.625,0.9411764705882353,,,
821,276456,6568,0.07101721813534811,1.0,1.0,,,
822,276848,6576,0.12879294247922743,0.75,0.9655172413793104,,,
823,277240,6584,0.10183525332098592,0.625,0.9594594594594594,,,
824,277568,6592,0.093046872978303,1.0,1.0,,,
825,277960,6600,0.12266279399068196,0.625,0.9285714285714286,,,
826,278288,6608,0.08119939272999141,1.0,1.0,,,
827,278680,6616,0.08957159740738281,0.75,0.9411764705882353,,,
828,278944,6624,0.09934323712567271,1.0,1.0,,,
829,279144,6632,0.14797877119193856,0.625,0.9,,,
830,279408,6640,0.1045290585100222,0.75,0.9642857142857143,,,
831,279864,6648,0.07320838483162828,0.875,0.9795918367346939,,,
832,280192,6656,0.09287685492820999,0.875,0.9803921568627451,,,
833,280392,6664,0.14381090137988886,0.875,0.9777777777777777,,,
834,280848,6672,0.08816084746785192,0.875,0.9866666666666667,,,
835,281112,6680,0.12577778486550972,0.625,0.94,,,
836,281312,6688,0.09506686220321969,1.0,1.0,,,
837,281768,6696,0.09269316235478522,0.5,0.9166666666666666,,,
838,282416,6704,0.0641050313307035,0.75,0.9622641509433962,,,
839,282808,6712,0.1187458423525219,0.75,0.9574468085106383,,,
840,283072,6720,0.10125208089473398,0.75,0.9661016949152542,,,
841,283528,6728,0.0683087584613904,0.625,0.9375,,,
842,283792,6736,0.14817176870939228,0.75,0.9615384615384616,,,
843,284056,6744,0.10581228772300194,0.875,0.9818181818181818,,,
844,284448,6752,0.10056161825639075,0.625,0.9285714285714286,,,
845,284648,6760,0.1712955204622527,0.75,0.9347826086956522,,,
846,285040,6768,0.1134636291714185,0.75,0.9615384615384616,,,
847,285368,6776,0.11708682814369013,0.75,0.9607843137254902,,,
848,285632,6784,0.1268494085338837,0.875,0.9830508474576272,,,
849,286024,6792,0.08732185959115762,0.875,0.9772727272727273,,,
850,286224,6800,0.11548505217475197,1.0,1.0,,,
851,286488,6808,0.07847660800851272,0.875,0.9838709677419355,,,
852,286944,6816,0.06574657165647294,1.0,1.0,,,
853,287464,6824,0.06374973178076786,0.875,0.9736842105263158,,,
854,287984,6832,0.11062374090182986,0.75,0.9285714285714286,,,
855,288504,6840,0.07112100775010219,0.875,0.9767441860465116,,,
856,288960,6848,0.09167015819802242,0.875,0.98,,,
857,289288,6856,0.08724118591457228,0.75,0.9666666666666667,,,
858,289808,6864,0.0752995852153049,0.75,0.9552238805970149,,,
859,290136,6872,0.08893511007141455,0.875,0.9838709677419355,,,
860,290656,6880,0.10089616810976311,0.75,0.9666666666666667,,,
861,290856,6888,0.10623260569073144,0.875,0.9821428571428571,,,
862,291056,6896,0.09309232585706961,1.0,1.0,0.1061406994845691,0.75,0.9574468085106383
863,291448,6904,0.058655588306416456,0.75,0.9692307692307692,,,
864,291712,6912,0.12667129277805597,0.75,0.9591836734693877,,,
865,291912,6920,0.12691431361687272,0.75,0.9615384615384616,,,
866,292432,6928,0.07193996928160278,0.75,0.9565217391304348,,,
867,292760,6936,0.13238635532508614,0.625,0.9302325581395349,,,
868,293344,6944,0.10301527094221513,0.875,0.9864864864864865,,,
869,293800,6952,0.11499218991477686,0.875,0.9555555555555556,,,
870,294192,6960,0.11358748423837865,0.625,0.94,,,
871,294584,6968,0.0891662573028724,0.75,0.9333333333333333,,,
872,294848,6976,0.09667967793534275,0.875,0.9818181818181818,,,
873,295112,6984,0.1306488069647504,0.625,0.9019607843137255,,,
874,295312,6992,0.0869197284818616,1.0,1.0,,,
875,295704,7000,0.08478182918471072,0.875,0.984375,,,
876,296160,7008,0.06574572535068382,0.875,0.9565217391304348,,,
877,296488,7016,0.09934261462526923,0.875,0.9818181818181818,,,
878,296880,7024,0.10361115939739814,0.375,0.9019607843137255,,,
879,297208,7032,0.08912092949935128,0.75,0.9411764705882353,,,
880,297408,7040,0.11622183703522626,1.0,1.0,,,
881,297800,7048,0.0902157551054104,0.75,0.9672131147540983,,,
882,298320,7056,0.0540444294151385,0.875,0.9833333333333333,,,
883,298840,7064,0.07779728573907203,0.875,0.9836065573770492,,,
884,299232,7072,0.07996999913848644,0.75,0.9607843137254902,,,
885,299432,7080,0.1817784096400196,0.5,0.8913043478260869,,,
886,299760,7088,0.10772143787155941,0.625,0.9411764705882353,,,
887,300216,7096,0.06868925324041178,1.0,1.0,,,
888,300480,7104,0.11356008557752804,0.625,0.9423076923076923,,,
889,300808,7112,0.10705892983534455,0.75,0.9565217391304348,,,
890,301200,7120,0.08199167624545207,0.75,0.9444444444444444,,,
891,301592,7128,0.11785431555987601,0.625,0.9473684210526315,,,
892,301920,7136,0.06856214347368167,0.875,0.9866666666666667,,,
893,302184,7144,0.15015934953213944,0.75,0.9555555555555556,,,
894,302448,7152,0.09839458175114509,0.875,0.9841269841269841,,,
895,302648,7160,0.12869215309541365,0.625,0.9375,,,
896,302976,7168,0.07901456840582312,1.0,1.0,,,
897,303368,7176,0.13313790789736346,0.875,0.9791666666666666,,,
898,303632,7184,0.12385445795315349,0.75,0.9512195121951219,,,
899,303832,7192,0.1189858818363651,1.0,1.0,,,
900,304160,7200,0.10633917988417763,0.75,0.9642857142857143,,,
901,304424,7208,0.0840922204742352,1.0,1.0,,,
902,304880,7216,0.08900268600126285,0.875,0.9855072463768116,,,
903,305208,7224,0.09232957952868517,0.875,0.9836065573770492,,,
904,305536,7232,0.15798567239951294,0.5,0.8723404255319149,,,
905,305864,7240,0.09136176772363114,0.875,0.9791666666666666,,,
906,306192,7248,0.07797516246998924,1.0,1.0,,,
907,306904,7256,0.05942126052786441,1.0,1.0,,,
908,307168,7264,0.09598404226654385,1.0,1.0,,,
909,307432,7272,0.10160761481570867,0.875,0.9772727272727273,,,
910,307632,7280,0.1114425466675177,0.875,0.9824561403508771,,,
911,307832,7288,0.10096602565373257,0.875,0.9782608695652174,,,
912,308416,7296,0.06031708726523372,1.0,1.0,,,
913,308808,7304,0.10380499457389798,0.875,0.972972972972973,,,
914,309264,7312,0.05778242293638638,1.0,1.0,,,
915,309784,7320,0.059758423528953664,1.0,1.0,,,
916,310112,7328,0.08379756776418931,1.0,1.0,,,
917,310504,7336,0.07814596649464663,0.875,0.9795918367346939,,,
918,310768,7344,0.08309603124907278,1.0,1.0,,,
919,311096,7352,0.1065216311099048,0.625,0.9387755102040817,,,
920,311424,7360,0.08725145194027605,0.875,0.9787234042553191,,,
921,311688,7368,0.14571763828624426,0.625,0.9024390243902439,,,
922,311952,7376,0.1255722199063346,0.875,0.9821428571428571,,,
923,312344,7384,0.09118513563729509,0.75,0.9701492537313433,,,
924,312608,7392,0.07784027897563811,1.0,1.0,,,
925,312808,7400,0.10329219328374678,0.875,0.9782608695652174,,,
926,313136,7408,0.09494649639047509,0.875,0.9782608695652174,,,
927,313464,7416,0.09167130427341194,0.75,0.9629629629629629,,,
928,313856,7424,0.0850126593667459,0.875,0.98,,,
929,314184,7432,0.0858672534955187,0.75,0.96,,,
930,314448,7440,0.10759453858224345,1.0,1.0,,,
931,314904,7448,0.10726206342976607,1.0,1.0,,,
932,315104,7456,0.09633645356084795,1.0,1.0,,,
933,315368,7464,0.11743679962876144,1.0,1.0,,,
934,315760,7472,0.15452128785816086,0.625,0.9402985074626866,,,
935,316024,7480,0.0781710868696031,0.75,0.95,,,
936,316416,7488,0.1054256104165547,0.75,0.9607843137254902,,,
937,317128,7496,0.07868227002866025,0.75,0.967741935483871,,,
938,317584,7504,0.08419311709457802,0.625,0.9318181818181818,,,
939,317976,7512,0.10281789033276473,0.625,0.9491525423728814,,,
940,318368,7520,0.08714789702412383,1.0,1.0,,,
941,318760,7528,0.09498238529093327,0.75,0.9692307692307692,,,
942,319088,7536,0.06701085182957811,1.0,1.0,,,
943,319352,7544,0.09566818252909357,0.75,0.9555555555555556,,,
944,319616,7552,0.18406763624547368,0.625,0.9069767441860465,,,
945,319880,7560,0.06430592684021351,1.0,1.0,,,
946,320272,7568,0.1144222694653223,0.75,0.9318181818181818,,,
947,320536,7576,0.08503452047552464,1.0,1.0,,,
948,320928,7584,0.08592135395936999,0.75,0.9649122807017544,,,
949,321192,7592,0.12395528504963096,0.875,0.9830508474576272,,,
950,321520,7600,0.09608609579934752,0.75,0.95,,,
951,321912,7608,0.0987152795306205,0.875,0.9791666666666666,,,
952,322240,7616,0.07716239555030939,0.875,0.9838709677419355,,,
953,322504,7624,0.06414771482858654,1.0,1.0,,,
954,322768,7632,0.08827615950583266,0.875,0.9833333333333333,,,
955,323224,7640,0.1011330435774791,0.75,0.96875,,,
956,323552,7648,0.06544323533584616,1.0,1.0,0.12698050077723952,0.75,0.9622641509433962
957,323752,7656,0.08423798959151015,1.0,1.0,,,
958,324144,7664,0.07612143260502104,0.875,0.9821428571428571,,,
959,324600,7672,0.07360323767153147,1.0,1.0,,,
960,325184,7680,0.0721138221605156,1.0,1.0,,,
961,325576,7688,0.08582070862819914,0.875,0.9791666666666666,,,
962,326096,7696,0.06508348398178292,0.875,0.9807692307692307,,,
963,326552,7704,0.07311565857274759,0.875,0.9795918367346939,,,
964,326752,7712,0.10568061909471094,1.0,1.0,,,
965,326952,7720,0.07245445000445158,1.0,1.0,,,
966,327408,7728,0.07265407564481044,1.0,1.0,,,
967,327672,7736,0.09112952648382687,0.875,0.9787234042553191,,,
968,327872,7744,0.10241656170031749,1.0,1.0,,,
969,328072,7752,0.11531151574085015,0.875,0.9803921568627451,,,
970,328272,7760,0.07737313359990032,0.875,0.9782608695652174,,,
971,328536,7768,0.13685215451125538,0.75,0.9387755102040817,,,
972,328736,7776,0.10432045747041913,1.0,1.0,,,
973,328936,7784,0.11205624223351124,1.0,1.0,,,
974,329584,7792,0.08468309324223569,0.875,0.9787234042553191,,,
975,329912,7800,0.10893082040333157,0.875,0.9782608695652174,,,
976,330176,7808,0.10701357752141584,0.75,0.9607843137254902,,,
977,330376,7816,0.12435180708530336,1.0,1.0,,,
978,330704,7824,0.09188454875903193,0.875,0.9836065573770492,,,
979,331032,7832,0.08184294255980955,1.0,1.0,,,
980,331488,7840,0.08234797437504439,1.0,1.0,,,
981,331944,7848,0.07839234761159539,1.0,1.0,,,
982,332208,7856,0.12371672470753678,0.75,0.9666666666666667,,,
983,332600,7864,0.08771311119913631,0.625,0.9375,,,
984,332864,7872,0.08256969781979655,1.0,1.0,,,
985,333128,7880,0.0653152458390239,1.0,1.0,,,
986,333328,7888,0.08798136325753679,1.0,1.0,,,
987,334040,7896,0.06856383539552419,0.75,0.9607843137254902,,,
988,334304,7904,0.10452024660612276,1.0,1.0,,,
989,334568,7912,0.09992248319515529,0.875,0.9830508474576272,,,
990,334832,7920,0.09659405317969877,0.75,0.9666666666666667,,,
991,335160,7928,0.10411249383197216,0.625,0.9361702127659575,,,
992,335552,7936,0.10505007309286352,0.875,0.9782608695652174,,,
993,336072,7944,0.08675018985890234,0.875,0.9811320754716981,,,
994,336272,7952,0.12660672418507785,1.0,1.0,,,
995,336664,7960,0.07281067598840052,0.875,0.9830508474576272,,,
996,336992,7968,0.10568277012474288,0.875,0.9767441860465116,,,
997,337384,7976,0.0898256918495819,0.875,0.9795918367346939,,,
998,337712,7984,0.07661321681357627,1.0,1.0,,,
999,337976,7992,0.07855982907925725,1.0,1.0,,,
1000,338240,8000,0.10414044688638739,0.625,0.9516129032258065,,,
1001,338632,8008,0.06379420855605916,1.0,1.0,,,
1002,338960,8016,0.07532679441737347,1.0,1.0,,,
1003,339416,8024,0.051501935794884754,1.0,1.0,,,
1004,339808,8032,0.0831652737334648,1.0,1.0,,,
1005,340072,8040,0.09845249262522932,0.75,0.9607843137254902,,,
1006,340592,8048,0.0639195333498529,0.875,0.9807692307692307,,,
1007,341048,8056,0.08742087720538842,1.0,1.0,,,
1008,341376,8064,0.13298195086301215,0.625,0.9375,,,
1009,341640,8072,0.10149257494437212,0.875,0.9827586206896551,,,
1010,341904,8080,0.12899308897294404,0.875,0.9696969696969697,,,
1011,342488,8088,0.06789457418045987,0.875,0.9818181818181818,,,
1012,342880,8096,0.07910827504534314,1.0,1.0,,,
1013,343272,8104,0.0788568950418122,0.875,0.9833333333333333,,,
1014,343664,8112,0.08626453141301943,0.875,0.9787234042553191,,,
1015,343928,8120,0.07364124568220883,1.0,1.0,,,
1016,344256,8128,0.07567308377153623,0.875,0.9782608695652174,,,
1017,344648,8136,0.06449396123006773,0.875,0.9814814814814815,,,
1018,344976,8144,0.08608597789737645,0.875,0.9827586206896551,,,
1019,345304,8152,0.09576643720064405,0.875,0.98,,,
1020,345760,8160,0.08438141548354607,0.875,0.9848484848484849,,,
1021,346344,8168,0.09438696119216931,0.75,0.9454545454545454,,,
1022,346672,8176,0.07196670727178821,1.0,1.0,,,
1023,346936,8184,0.09253984330139353,0.75,0.9642857142857143,,,
1024,347328,8192,0.07452121406596716,0.875,0.9772727272727273,,,
1025,347656,8200,0.07879505311167781,0.875,0.9821428571428571,,,
1026,347984,8208,0.06811292140469746,1.0,1.0,,,
1027,348376,8216,0.09673589265385779,0.875,0.9841269841269841,,,
1028,348640,8224,0.08129787348635249,0.875,0.9821428571428571,,,
1029,348968,8232,0.07376514280792151,0.875,0.9803921568627451,,,
1030,349296,8240,0.0823447682652934,0.875,0.9777777777777777,,,
1031,349752,8248,0.07406279180641624,0.75,0.9636363636363636,,,
1032,350080,8256,0.09833462430263666,1.0,1.0,,,
1033,350600,8264,0.057016892671125426,1.0,1.0,,,
1034,350928,8272,0.08693372601620555,1.0,1.0,,,
1035,351256,8280,0.10902236243297865,0.875,0.9777777777777777,,,
1036,351584,8288,0.09333198776135468,1.0,1.0,,,
1037,352040,8296,0.09927914348060164,0.875,0.9821428571428571,,,
1038,352304,8304,0.11856049509990296,1.0,1.0,,,
1039,352632,8312,0.06619420462628654,0.875,0.9824561403508771,,,
1040,352960,8320,0.07881506103864559,1.0,1.0,,,
1041,353352,8328,0.07733681959230825,0.875,0.9795918367346939,,,
1042,353680,8336,0.05715833508412023,1.0,1.0,,,
1043,354072,8344,0.08348076358697187,0.875,0.9787234042553191,,,
1044,354336,8352,0.11517036372377067,0.875,0.9791666666666666,,,
1045,354664,8360,0.07262004494729928,0.875,0.9848484848484849,,,
1046,355120,8368,0.07283588883545501,1.0,1.0,,,
1047,355384,8376,0.10356275587794422,0.75,0.9591836734693877,,,
1048,355712,8384,0.1019500949396436,0.625,0.9387755102040817,,,
1049,355976,8392,0.1040229697850474,0.75,0.9629629629629629,,,
1050,356240,8400,0.08471790866827994,0.875,0.9795918367346939,,,
1051,356440,8408,0.11692877861876887,0.875,0.9795918367346939,0.11008209431100346,1.0,1.0
1052,356640,8416,0.08384236123611875,0.875,0.9772727272727273,,,
1053,356840,8424,0.0932124490816046,1.0,1.0,,,
1054,357232,8432,0.07685984314969949,1.0,1.0,,,
1055,357560,8440,0.11796705559370899,0.875,0.9555555555555556,,,
1056,357760,8448,0.12323323350255748,1.0,1.0,,,
1057,357960,8456,0.10079993475246964,1.0,1.0,,,
1058,358160,8464,0.11906708635650948,0.625,0.9454545454545454,,,
1059,358488,8472,0.09928018796207823,0.75,0.9428571428571428,,,
1060,358816,8480,0.08391379305457719,0.625,0.9523809523809523,,,
1061,359080,8488,0.1008677835114785,0.875,0.98,,,
1062,359408,8496,0.0857937604354404,0.75,0.9622641509433962,,,
1063,359800,8504,0.07064322266834515,0.875,0.9777777777777777,,,
1064,360064,8512,0.12283974275307444,0.875,0.9722222222222222,,,
1065,360264,8520,0.08484501967391202,0.875,0.9833333333333333,,,
1066,360592,8528,0.08506900583236984,1.0,1.0,,,
1067,360856,8536,0.10093636624592221,0.875,0.9814814814814815,,,
1068,361184,8544,0.11541701161655851,0.875,0.98,,,
1069,361576,8552,0.06975889936723091,1.0,1.0,,,
1070,361904,8560,0.07690053593563996,0.875,0.9821428571428571,,,
1071,362232,8568,0.0845281822531885,0.5,0.9272727272727272,,,
1072,362496,8576,0.06993998071796721,1.0,1.0,,,
1073,363016,8584,0.09268953281839147,1.0,1.0,,,
1074,363216,8592,0.16848445238197582,0.75,0.9333333333333333,,,
1075,363544,8600,0.1076217837391795,0.625,0.9516129032258065,,,
1076,364128,8608,0.057296174451123304,1.0,1.0,,,
1077,364520,8616,0.11470931802751778,0.75,0.9508196721311475,,,
1078,365040,8624,0.07349093956526645,0.75,0.953125,,,
1079,365368,8632,0.08964675074240176,0.875,0.9821428571428571,,,
1080,365632,8640,0.08995521645983155,1.0,1.0,,,
1081,365896,8648,0.08090076548999792,1.0,1.0,,,
1082,366224,8656,0.06371559600442453,1.0,1.0,,,
1083,366680,8664,0.07981793282662804,0.75,0.9583333333333334,,,
1084,367136,8672,0.06775775426589184,1.0,1.0,,,
1085,367592,8680,0.07819837047435428,1.0,1.0,,,
1086,367792,8688,0.09802100397433074,1.0,1.0,,,
1087,368056,8696,0.11181075346757334,0.875,0.9787234042553191,,,
1088,368320,8704,0.11778935055569943,0.875,0.98,,,
1089,368520,8712,0.09726127125690219,1.0,1.0,,,
1090,368784,8720,0.09118473950078466,1.0,1.0,,,
1091,369112,8728,0.050838970418254234,1.0,1.0,,,
1092,369568,8736,0.1195114150978209,0.75,0.9607843137254902,,,
1093,369896,8744,0.07962013883625761,1.0,1.0,,,
1094,370160,8752,0.0890336317781312,0.875,0.9811320754716981,,,
1095,370360,8760,0.08319105575122167,0.875,0.9807692307692307,,,
1096,370560,8768,0.1133364388069083,0.875,0.9807692307692307,,,
1097,370760,8776,0.13391394012834137,0.75,0.96,,,
1098,371088,8784,0.07674949709765173,0.875,0.9848484848484849,,,
1099,371352,8792,0.05182151291836963,0.875,0.9791666666666666,,,
1100,371744,8800,0.1095485326394614,0.75,0.9615384615384616,,,
1101,372008,8808,0.07596435691759285,0.875,0.9803921568627451,,,
1102,372464,8816,0.07070990739640329,0.875,0.9787234042553191,,,
1103,372856,8824,0.05808748738760178,1.0,1.0,,,
1104,373120,8832,0.07361951269426244,0.875,0.9821428571428571,,,
1105,373384,8840,0.11683742759047959,0.625,0.9523809523809523,,,
1106,373776,8848,0.06101244817494874,1.0,1.0,,,
1107,374168,8856,0.0878916082079615,0.75,0.9534883720930233,,,
1108,374432,8864,0.1082259040238476,0.75,0.9512195121951219,,,
1109,375016,8872,0.07187696139334954,0.75,0.9534883720930233,,,
1110,375344,8880,0.08724436672842303,0.875,0.9714285714285714,,,
1111,375672,8888,0.08689462715056294,0.875,0.9852941176470589,,,
1112,375872,8896,0.11799452223515773,0.75,0.9615384615384616,,,
1113,376328,8904,0.05674091825853463,0.875,0.9807692307692307,,,
1114,376656,8912,0.1090694663935969,0.875,0.9791666666666666,,,
1115,376856,8920,0.11829599391157047,0.875,0.975,,,
1116,377248,8928,0.11404422071764463,1.0,1.0,,,
1117,377640,8936,0.07524103855852049,0.875,0.9830508474576272,,,
1118,377968,8944,0.10726899612317461,0.75,0.9555555555555556,,,
1119,378168,8952,0.12647177374652044,0.625,0.9387755102040817,,,
1120,378560,8960,0.08800237901429403,0.875,0.98,,,
1121,378824,8968,0.1087191289058607,0.75,0.9583333333333334,,,
1122,379216,8976,0.08815207955597042,0.625,0.9387755102040817,,,
1123,379480,8984,0.09659029288674788,0.75,0.9555555555555556,,,
1124,379744,8992,0.09431514175007072,0.875,0.967741935483871,,,
1125,380072,9000,0.0659340899892662,1.0,1.0,,,
1126,380592,9008,0.0647526029716106,0.875,0.984375,,,
1127,380792,9016,0.1285817077578173,0.75,0.9615384615384616,,,
1128,380992,9024,0.11377121422416335,1.0,1.0,,,
1129,381256,9032,0.11032319056254636,0.75,0.9661016949152542,,,
1130,381648,9040,0.07102760821301679,0.875,0.9846153846153847,,,
1131,382232,9048,0.07424752307460408,0.875,0.9791666666666666,,,
1132,382496,9056,0.1132812348416248,0.625,0.9387755102040817,,,
1133,383016,9064,0.046795129917258385,1.0,1.0,,,
1134,383344,9072,0.08997338054376483,1.0,1.0,,,
1135,383800,9080,0.09255426303436057,0.5,0.9285714285714286,,,
1136,384192,9088,0.06109906044617699,0.875,0.98,,,
1137,384456,9096,0.10266244205469165,0.875,0.9795918367346939,,,
1138,384656,9104,0.11128229196295224,0.75,0.9622641509433962,,,
1139,385112,9112,0.06204093927943548,1.0,1.0,,,
1140,385504,9120,0.08350130725493683,0.75,0.9555555555555556,,,
1141,385896,9128,0.06796534495136346,0.875,0.9818181818181818,,,
1142,386160,9136,0.0764415912569433,0.875,0.9833333333333333,,,
1143,386488,9144,0.10307269672542377,1.0,1.0,,,
1144,386752,9152,0.06479036858024792,1.0,1.0,,,
1145,387016,9160,0.10910963918083354,0.875,0.9761904761904762,,,
1146,387280,9168,0.09889644254154435,0.875,0.984375,,,
1147,387672,9176,0.07387917633705872,1.0,1.0,,,
1148,387936,9184,0.07830864945221787,1.0,1.0,,,
1149,388200,9192,0.07049019458727805,1.0,1.0,0.09801917362146036,1.0,1.0
1150,388656,9200,0.07993967996803095,0.875,0.98,,,
1151,388920,9208,0.12232506371251738,0.75,0.9753086419753086,,,
1152,389120,9216,0.08052954686227162,1.0,1.0,,,
1153,389512,9224,0.11759381017195548,0.625,0.9423076923076923,,,
1154,389840,9232,0.062399902361621996,1.0,1.0,,,
1155,390232,9240,0.0515872536013473,1.0,1.0,,,
1156,390496,9248,0.056067694631624185,1.0,1.0,,,
1157,390824,9256,0.10169751240124796,0.875,0.9830508474576272,,,
1158,391088,9264,0.10587899232966858,0.75,0.9615384615384616,,,
1159,391480,9272,0.07061028324700917,0.75,0.9666666666666667,,,
1160,391872,9280,0.06141492745319941,0.875,0.9852941176470589,,,
1161,392200,9288,0.07084406436313584,0.875,0.9803921568627451,,,
1162,392400,9296,0.10770827868257497,0.875,0.9777777777777777,,,
1163,392792,9304,0.08992144191503977,0.875,0.975,,,
1164,393248,9312,0.08763901944926202,0.75,0.9753086419753086,,,
1165,393576,9320,0.0764308539967296,1.0,1.0,,,
1166,393776,9328,0.09542076471901324,0.875,0.9795918367346939,,,
1167,394360,9336,0.0513630870755748,0.875,0.9787234042553191,,,
1168,394880,9344,0.05827264745868881,1.0,1.0,,,
1169,395144,9352,0.08168134836156288,1.0,1.0,,,
1170,395408,9360,0.08144201820084335,0.875,0.9848484848484849,,,
1171,395672,9368,0.09048298834197492,0.75,0.9642857142857143,,,
1172,395936,9376,0.08115715455589553,1.0,1.0,,,
1173,396136,9384,0.10643284257520479,0.75,0.9565217391304348,,,
1174,396336,9392,0.11921967547924604,0.875,0.9807692307692307,,,
1175,396664,9400,0.11640730127912764,0.75,0.9622641509433962,,,
1176,397120,9408,0.06851429508489347,0.875,0.9791666666666666,,,
1177,397448,9416,0.10792352742571991,1.0,1.0,,,
1178,397840,9424,0.10319580271401407,1.0,1.0,,,
1179,398040,9432,0.10346977807772267,1.0,1.0,,,
1180,398432,9440,0.07103949083801565,0.875,0.9791666666666666,,,
1181,398824,9448,0.07458986896178806,0.875,0.9803921568627451,,,
1182,399344,9456,0.07599042077858355,1.0,1.0,,,
1183,399672,9464,0.1503200192569215,0.75,0.9555555555555556,,,
1184,400064,9472,0.06439319971902244,1.0,1.0,,,
1185,400520,9480,0.07394905500668485,1.0,1.0,,,
1186,400784,9488,0.11944957778540519,0.75,0.9629629629629629,,,
1187,400984,9496,0.10300509884683477,0.875,0.9791666666666666,,,
1188,401312,9504,0.11572856095905307,0.875,0.9803921568627451,,,
1189,401768,9512,0.08472059635064297,0.875,0.9841269841269841,,,
1190,402160,9520,0.09318907652412778,0.875,0.9841269841269841,,,
1191,402488,9528,0.08526319702870382,1.0,1.0,,,
1192,402816,9536,0.12349783685772311,0.625,0.9444444444444444,,,
1193,403016,9544,0.12430937268037401,0.75,0.9642857142857143,,,
1194,403344,9552,0.07572544239428156,0.75,0.9583333333333334,,,
1195,403736,9560,0.0641054641167348,0.75,0.9636363636363636,,,
1196,404064,9568,0.08647126822288456,1.0,1.0,,,
1197,404328,9576,0.07172467873910746,1.0,1.0,,,
1198,404592,9584,0.0901219998218399,1.0,1.0,,,
1199,404984,9592,0.08182333049954843,0.875,0.9814814814814815,,,
1200,405504,9600,0.08657337131532758,0.875,0.9777777777777777,,,
1201,405832,9608,0.0709138218416269,0.875,0.9761904761904762,,,
1202,406352,9616,0.059629420630540865,1.0,1.0,,,
1203,406872,9624,0.10374883500183062,0.875,0.9302325581395349,,,
1204,407072,9632,0.09126116669465852,1.0,1.0,,,
1205,407336,9640,0.09457447623865604,1.0,1.0,,,
1206,407536,9648,0.1262494982435173,0.875,0.98,,,
1207,407800,9656,0.10235038015363146,0.75,0.9523809523809523,,,
1208,408320,9664,0.08105247293068044,0.875,0.9666666666666667,,,
1209,408584,9672,0.07920069034293391,1.0,1.0,,,
1210,409040,9680,0.10401813123113554,0.375,0.9382716049382716,,,
